,content,hashtag,date,like,place
0,McLaren parked in front of the cafe ☕-#mclaren #675ltspider,"['#mclaren', '#675ltspider']",2021-07-20,0,미미미가든
1,.여기 망고타르트 찐맛🥭#미미미가든 #청담카페 #인테리어취저💘 #술톤장착,"['#미미미가든', '#청담카페', '#인테리어취저💘', '#술톤장착']",2021-06-03,0,미미미가든
2,A car as quiet as a ghost- Rolls-Royce Ghost -,[],2021-07-22,0,미미미가든
3,고급지다..👀✨...#미미미가든 #샹들리에 #고급져 #반짝반짝,"['#미미미가든', '#샹들리에', '#고급져', '#반짝반짝']",2021-06-15,0,미미미 mememi
4,날씨가 빙슈듀개 머글🍉에..,[],2021-08-10,0,
5,샹들리에맛집💫#청담#미미미가든,"['#청담', '#미미미가든']",2020-08-10,0,미미미가든
6,"밥먹는데 이제훈봐서 눈호강, 유카랑 수다떨며 마음호강#이제훈잘생겼다 #모범택시이제훈 #청담맛집 #미미미가든 #청담미미미가든 #파스타맛집#일상 #인스타사진 #셀끼꾼 #셀스타그램","['#이제훈잘생겼다', '#모범택시이제훈', '#청담맛집', '#미미미가든', '#청담미미미가든', '#파스타맛집', '#일상', '#인스타사진', '#셀끼꾼', '#셀스타그램']",2021-06-03,0,미미미 mememi
7,❤️,[],2021-01-01,0,
8,너무나도 건조한 겨울 🍂황금피부과가서 보습관리 받구왔어용 !#황금피부과 #대구피부과 #LDM #보습관리,"['#황금피부과', '#대구피부과', '#LDM', '#보습관리']",2021-01-18,0,미미미 mememi
9,10월 20일 연습했던 곡들 마무리 Student Concert~ 마치고 모두 맛있는 식사와 디저트. 연습했던 집 근처 연습실도.  그동안 즐거웠어요 ☺ #피아츠 #피아노 #미미미가든 #글램뮤직 #piano,"['#피아츠', '#피아노', '#미미미가든', '#글램뮤직', '#piano']",2021-10-21,0,
10,진짜 너무너무 행복했던 마지막 생일파티❤️(마지막일거라믿어)#미미미가든,['#미미미가든'],2021-10-21,0,미미미가든
11,감자뇨끼 맛집❣...#sweetpillow #이탈리안레스토랑 #뇨끼맛집 #강남맛집추천 #강남맛집투어 #미미미가든 #액자 #액자인테리어 #액자인테리어소품 #인테리어꾸미기 #청담 #감자뇨끼 #선팔하면맞팔 #좋반 #인스타라이프 #인스타데일리 #인스타일상 #데일리 #일상그램 #일상스타그램 #일상생활 #일상소통 #일상기록 #일상스타 #소통 #소통해요 #소통스타그램 #맞팔해요 #인친환영,"['#sweetpillow', '#이탈리안레스토랑', '#뇨끼맛집', '#강남맛집추천', '#강남맛집투어', '#미미미가든', '#액자', '#액자인테리어', '#액자인테리어소품', '#인테리어꾸미기', '#청담', '#감자뇨끼', '#선팔하면맞팔', '#좋반', '#인스타라이프', '#인스타데일리', '#인스타일상', '#데일리', '#일상그램', '#일상스타그램', '#일상생활', '#일상소통', '#일상기록', '#일상스타', '#소통', '#소통해요', '#소통스타그램', '#맞팔해요', '#인친환영']",2021-10-21,0,
12,.#이상한나#이상한나라의앨리스 #이런조명색#좋아함#미미미가든 #화장실,"['#이상한나', '#이상한나라의앨리스', '#이런조명색', '#좋아함', '#미미미가든', '#화장실']",2021-10-20,0,
13,밤의 고소함과 부드러움이 가득한 라떼 바라밤 바와 너티밤밤으로 느낄 수 있는 미미미의 가을😘,[],2021-10-20,0,
14,.#야경 감탄하느라사진찍는걸 까먹음🙃오랜만에 예쁜곳가서 #힐링화이자2차맞고일주일동안 집콕한 보람 있넹🙏🏻그래도 아직까지 술은 무리인듯와인한잔에 취하넹🙃#미미미가든#미미미가든청담,"['#야경', '#힐링화이자2차맞고일주일동안', '#미미미가든', '#미미미가든청담']",2021-10-19,0,미미미 mememi
15,#미미미가든지하2층이랑 1층만 다니다가지하1층은 처음가봄👍#역시나예쁘고#음식도맛있고#사진빨최고 #예쁜곳 #청담동핫플#미미미#대표님#잘생겼음#꼭가보세요#DAOU#맛있었음,"['#미미미가든지하2층이랑', '#역시나예쁘고', '#음식도맛있고', '#사진빨최고', '#예쁜곳', '#청담동핫플', '#미미미', '#대표님', '#잘생겼음', '#꼭가보세요', '#DAOU', '#맛있었음']",2021-10-19,0,미미미 mememi
16,조금 미리 도착했더니혼자의 고요가 선물로미미미가든 조명과 아늑함이 좋다..교육사업의 선두주자 분들과깊은 대화와 미래교육에 대한 단상들그리고맛난 요리.그나저나집중하느라 음식 사진없음주의..#미미미가든#청담미미미#스테이크#부라타치즈샐러드 #봉골레파스타 #사진없음#주의#교육기업#미래교육토론#함께#아이들의미래#music#musictherapy,"['#미미미가든', '#청담미미미', '#스테이크', '#부라타치즈샐러드', '#봉골레파스타', '#사진없음', '#주의', '#교육기업', '#미래교육토론', '#함께', '#아이들의미래', '#music', '#musictherapy']",2021-10-19,0,미미미가든
17,캐시미어 혼방으로 얇고 따뜻해서 아우터 안에 입기 좋은 원피스에요🤍,[],2021-10-18,0,
18,여러가지 디저트가 생각이 날땐?🤔다양한 디저트를 한번에 즐길 수 있는 미미미의 가을 에프터눈 티 세트로 달콤한 시간 보내세요❤️,[],2021-10-18,0,
19,#키면수#생일축하를#위하여#🍷#이뿌니들이랑#찰칵#😘#청담#미미미가든#오랜만에#뭉쳤다#😛#고마워#애들아,"['#키면수', '#생일축하를', '#위하여', '#🍷', '#이뿌니들이랑', '#찰칵', '#😘', '#청담', '#미미미가든', '#오랜만에', '#뭉쳤다', '#😛', '#고마워', '#애들아']",2021-10-18,0,
20,#미리생일파티#잘살았다#키면수#암것도하기싫었는데#챙겨주는#동생들#❤️#고마워#사랑둥이들#😘#미미미가든#여자셋이#짠짠#🍷,"['#미리생일파티', '#잘살았다', '#키면수', '#암것도하기싫었는데', '#챙겨주는', '#동생들', '#❤️', '#고마워', '#사랑둥이들', '#😘', '#미미미가든', '#여자셋이', '#짠짠', '#🍷']",2021-10-17,0,미미미가든
21,알렉스 팔뚝뽀빠이-6시이후 모임인원은백신2차접종후 보름이 지난사람포함인줄모르고난 2차 맞아서 되는줄알고 예약했다가원격식사했다....것도 뚜욱 떨어져 앉아야한대서 ㅋㅋㅋ(바로옆자리는 만약의 상황에 밀첩접촉자가될수있어 안된다고한다)그래도 배려해주셔셔 대각선으로 앉아서 ㅋ이렇게 사진 ㅋㅋ다들 6시이후 모임인원제한은  2차접종후 보름이 지난후의 인원포함이니 혹시 모르시면 알고가셔요-중간에 달수사진 머지 ㅋㅋㅋ-알렉스 혼자 부잣집도련님처럼 4만원이 넘는 파스타를혼자 뉴스보면서 ㅋㅋㅋㄴㅌㅋ키 혼밥했다자기가 밥사주면서 혼밥해야하는 상황 ㅋㅋ알렉스가 맨날 내가 건설회사 사장보다 식사 스케줄 잡기힘들다고해서 첨으로 밥먹는 자리였는데 ㅋㅋ결국 일케 앉아서 먹었다  ㅋㅋㅋㅋㅋㅌㅊㅌㅇ넘욱겨코로나덕에 생긴 웃프닝 ㅋㅋㅋ잘먹었어 알렉스 담에 짬뽕지존 가자 ㅋㅋㅋ-,[],2021-10-17,0,미미미 mememi
22,"오늘의 #자유부인데이❤💕한파가 올지 모르고 미리 예약한 #테라스룸#테라스 ㅎ 울 손양언니 늦은 🎂 생일 축하😍 💐🌸 ㆍ언냐랑 서로 코트 단디 준비했으나 난로랑 🌞 햇빛 땜시 춥기는 ㅜㅜ 얼굴 뜨거워 🔥 언닌 20대부터 쭉~ 한결같은 스탈인데 단아하니 참 이쁨❤ 수다삼매경 뭔 할말이 이리 많은지 ㅋ수다만 5시간 ㅋㅋ 2차까지 가서 ㅎㅎㅎ ㆍ셀카,사진 찍는거 좋아하는 쮸동생 위해서 기꺼이 기다려주고 맞춰주는 울손양언냐👍🏻👏😘 덕분에 스티커ㅎ ㆍ축복아부지 7시간동안 하루종일 고생 많았어요❤ ㅋㅋㅋ #육아대디😎#육아달인 ㅎ 조만간 또 부탁해요❤ㆍ#테라스룸#미미미가든#청담동#자유부인","['#자유부인데이❤💕한파가', '#테라스룸', '#테라스', '#육아대디😎', '#육아달인', '#테라스룸', '#미미미가든', '#청담동', '#자유부인']",2021-10-17,0,Terrace Room Seoul
23,미리생일파티🥰,[],2021-10-17,0,미미미가든
24,"가을 조금 더 즐기고싶은데.,,,,🍁🍂내가좋아하는 베이지 브라운 호피 ....힝 🥺#추워 #송도신도시 #송베리아 #오오티디 #ootd #압구정맛집 #청담맛집 #미미미가든","['#추워', '#송도신도시', '#송베리아', '#오오티디', '#ootd', '#압구정맛집', '#청담맛집', '#미미미가든']",2021-10-17,0,미미미 mememi
25,counting star 밤하늘에펄 ...#미미미가든#선데이버거클럽#압구정#압구정로데오#압구정맛집#압구정로데오맛집#청담동맛집#압구정카페,"['#미미미가든', '#선데이버거클럽', '#압구정', '#압구정로데오', '#압구정맛집', '#압구정로데오맛집', '#청담동맛집', '#압구정카페']",2021-10-17,0,미미미가든
