,Unnamed: 0,content,hashtag,date,like,place
0,0,바느질 실로 하덧 🪡루트대로.........홀리덧도두봉이 등산이 되어버린 후냉수가 이래 맛나나 😅...#....이많아지면늙어가는거랬느ㄴ........#지친거라니나지금#도두반점#도두봉#산행#등산#계단#지옥#저질체력#운동#안할래#심각#먹스타그램#하던대로#백종원#루트#탕수육#짬뽕#볶음밥#짜장면#중화요리#중국집#제주도#핫플#키세스존#포토존#키세스#제주도#제주여행,"['#....이많아지면늙어가는거랬느ㄴ........', '#지친거라니나지금', '#도두반점', '#도두봉', '#산행', '#등산', '#계단', '#지옥', '#저질체력', '#운동', '#안할래', '#심각', '#먹스타그램', '#하던대로', '#백종원', '#루트', '#탕수육', '#짬뽕', '#볶음밥', '#짜장면', '#중화요리', '#중국집', '#제주도', '#핫플', '#키세스존', '#포토존', '#키세스', '#제주도', '#제주여행']",2021-03-18,0,도두봉 정상
1,1,"도두동에 위치한 백종원 슨샌님의 #도두반점-제주도에만 있는 #몸짬뽕 💗💗💗💗💗일단 하트 다섯개 꽉꽉 채워서 들어감 (´▽`ʃƪ)♡몸국의 ❝ 몸 ❞ , 일명 모자반과 짬뽕이 만났다🧐❓-모자반의 맛이 짬뽕에 가려지거나 엄청 강하거나둘 중에 하나일 줄 알았는데, 모자반의 맛도 살리면서짬뽕의 얼큰함에 아주 조화롭게 잘 스며들어간 듯함몸국 좋아하는 나는 먹자마자 눈코입 ᴼᴾᴱᴺ 👀👃🏻👄역시 갓종원 슨샌님 ,, 또 한건 하셨다 ,, 두둥탁🥁-몸짬뽕 이외에도 짜장면 탕수육 다 ᴶᴹᵀ 이기 때문에#도두해안도로 나 #도두봉 근처에 놀러 간다면도두반점에서 몸짬뽕 얼큰~하이 한그릇 어떠세용😎늦게 가면 재료소진으로 못드실 수도 있으니 참고하세요!..✔️ 흑돼지 몸짬뽕 ➫  6,500 ₩✔️ 흑돼지 짜장면 ➫  5,500 ₩✔️ 흑돼지 탕수육 (小) ➫  12,000 ₩..#또_제주🐷 #제주시 #도두동 #도두반점","['#도두반점-제주도에만', '#몸짬뽕', '#도두해안도로', '#도두봉', '#또_제주🐷', '#제주시', '#도두동', '#도두반점']",2021-02-28,0,
2,2,🎉🥢퓌날레 코스 1F/2F#다다익고#도두반점......#큰그림#가고싶은곳#모두#모여라#먹스타그램#탕수육#만두#짜장면#몸짬뽕#제주도여행#마무리#백종원#zone#비오는날#국물#퍼묵#행복#happy#travel#jejuisland#jeju,"['#다다익고', '#도두반점......', '#큰그림', '#가고싶은곳', '#모두', '#모여라', '#먹스타그램', '#탕수육', '#만두', '#짜장면', '#몸짬뽕', '#제주도여행', '#마무리', '#백종원', '#zone', '#비오는날', '#국물', '#퍼묵', '#행복', '#happy', '#travel', '#jejuisland', '#jeju']",2021-07-27,0,도두반점
3,3,⭐️⭐️⭐️⭐️⭐️흐린날은 따뜻한 국물요리가 땡기죠 ㅎㆍ#몸짬뽕 #도두반점 #몸짬뽕밥 #짬뽕맛집 #중문맛집 #서귀포맛집 #제주맛집 #도민추천맛집 #제주짬뽕맛집 #제주백종원맛집 #제주백종원호텔 #제주골목식당 #제주골목식당맛집 #골목식당 #제주골목식당맛집 #흑돼지짜장면 #더본호텔 #연돈 옆,"['#몸짬뽕', '#도두반점', '#몸짬뽕밥', '#짬뽕맛집', '#중문맛집', '#서귀포맛집', '#제주맛집', '#도민추천맛집', '#제주짬뽕맛집', '#제주백종원맛집', '#제주백종원호텔', '#제주골목식당', '#제주골목식당맛집', '#골목식당', '#제주골목식당맛집', '#흑돼지짜장면', '#더본호텔', '#연돈']",2021-05-18,0,도두반점 호텔더본점
4,8,백종원덕후...#더본호텔#도두반점#빽다방#제주#몸짬뽕#흑돼지짜장면#찹쌀탕수육#중식#❤#옴뇸뇸#서연이이뿌다#오늘뭐먹지#먹방#JMT#먹스타#푸드#음식#foodie#밥스타그램#집밥#홈쿡#instaeats#먹스타그램#다이어트#일상#육아#소통#foodporn#foodfi,"['#더본호텔', '#도두반점', '#빽다방', '#제주', '#몸짬뽕', '#흑돼지짜장면', '#찹쌀탕수육', '#중식', '#❤', '#옴뇸뇸', '#서연이이뿌다', '#오늘뭐먹지', '#먹방', '#JMT', '#먹스타', '#푸드', '#음식', '#foodie', '#밥스타그램', '#집밥', '#홈쿡', '#instaeats', '#먹스타그램', '#다이어트', '#일상', '#육아', '#소통', '#foodporn', '#foodfi']",2019-04-11,0,
5,9,"#지난일상#제주#애월#도두반점#연돈볼카츠#제주공항#아시아나항공 #하늘이다한날날씨가 죽여줬…느릿느릿 체크아웃하고#버터모닝 은 못먹고 지나가다 구경하고ㅜㅜ미래의내집(?) 밖에서 구경하고오고 ㅋㅋ꼭 살러가야지🤣초등학교도 구경함ㅋㅋㅋ그리고 밥먹으러 갔는데 체인이더라….. 백종원건물인듯볼가츠 팔길래샀음 줄서던데..(쏘쏘😕)밥먹고 그와중에 스벅갔는데 초콜렛이없네…😂하고 헬게이트가 열렸…😰😰이런 여유있게 하다 망할뻔ㅋㅋ하하 눈앞에서 마음샌드 안녕 ㅠㅠ그와중에 면세 갔다가 ㅋㅋ전화오고아무튼 스펙타클했음낮이라 하늘에서 우리집 엄마집 동네 구경ㅋㅋ하고 끝!했는데 친구가 제주도에있었음ㅋㅋㅋ연락했으면 겁나 만났을텐데..내 일정 내내 있었더만..힣+ 곧, 한달살아보고 차후 연살이 계획중🤣🤣강제 운전연습 해야게따😛#여행#여행스타그램#일상#일상스타그램#맛집스타그램#딸스타그램#딸램스타그램#맘스타그램#딸램#자매맘#양띠맘#청양띠맘#쥐띠맘#흰쥐띠아기#흰쥐띠맘#소통#육아소통#맞팔#선팔#7살#12개월아기","['#지난일상', '#제주', '#애월', '#도두반점', '#연돈볼카츠', '#제주공항', '#아시아나항공', '#하늘이다한날날씨가', '#버터모닝', '#여행', '#여행스타그램', '#일상', '#일상스타그램', '#맛집스타그램', '#딸스타그램', '#딸램스타그램', '#맘스타그램', '#딸램', '#자매맘', '#양띠맘', '#청양띠맘', '#쥐띠맘', '#흰쥐띠아기', '#흰쥐띠맘', '#소통', '#육아소통', '#맞팔', '#선팔', '#7살', '#12개월아기']",2021-10-20,0,제주도 애월읍
6,11,"#도두반점 #새우쇼마이 #우재로드 제주에 오픈한 백종원 프랜차이즈 음식점. 제주 식재료(흑돼지, 톳)가 들어간 메뉴를 판다.사이드인 새우쇼마이는 1인 1판으로 주문해야 한다.. 둘이서 나눠 먹다가는 싸움날 수 있음. 새우가 두둠하게 들어있는 만두에 간장+생강채 조합은 설명이 필요없다.(그래서 첫번째 사진으로 pick!)톳이 올라간 흑돼지 짬뽕은 고기도 많이 들어가있고 톳의 식감이 꼬득하니 👍🏻 곱배기는 주문이 안된다고 하는게 아쉬웠지만 막상 먹어보니 양이 꽤 많았다.(그래도 국물까지 남김없이 클리어!! 국물도 👍🏻)자주 가고픈데 점심시간이 짧아져서 점심때 못 먹는게 넘 아쉽 ㅠㅠㅠㅠ....#먹스타그램 #먹스타 #맛스타그램 #맛스타 #만두 #짬뽕 #흑돼지짬뽕 #맛집 #맛집추천 #맛집스타그램 #서귀포맛집 #제주도맛집 #제주맛집 #중문맛집 #푸드 #푸드스타그램 #짬뽕 #음식 #음식물처리기 #먹부림 #제주살이 #백종원","['#도두반점', '#새우쇼마이', '#우재로드', '#먹스타그램', '#먹스타', '#맛스타그램', '#맛스타', '#만두', '#짬뽕', '#흑돼지짬뽕', '#맛집', '#맛집추천', '#맛집스타그램', '#서귀포맛집', '#제주도맛집', '#제주맛집', '#중문맛집', '#푸드', '#푸드스타그램', '#짬뽕', '#음식', '#음식물처리기', '#먹부림', '#제주살이', '#백종원']",2021-10-20,0,더본호텔
7,24,#제주백종원베이커리 #연돈볼카츠 #도두반점#여행스타그램 #맛집스타그램 #제주여행 #마지막날여행오늘은  뚜벅이~~~햇살이 무지 뜨거운 ....백종원맛집탐방뿌듯한  여행!가격도 맛도  #칭찬해,"['#제주백종원베이커리', '#연돈볼카츠', '#도두반점', '#여행스타그램', '#맛집스타그램', '#제주여행', '#마지막날여행오늘은', '#칭찬해']",2021-10-15,0,빽다방베이커리제주사수본점
8,33,#아이젠트리노형점 사장님이 추천해 주신 곳.백종원 반점이라는데...가성비 좋은 곳!!바다 보면서 먹는 중국 음식은 매력적!다음에는 볶음밥이랑 흑돈 파육 먹으러 와야지~~😆...#제주 #제주시맛집 #도두반점 #제주공항#airsooya #긍정열혈남 #금성이와재은이 #withuju #제주남,"['#아이젠트리노형점', '#제주', '#제주시맛집', '#도두반점', '#제주공항', '#airsooya', '#긍정열혈남', '#금성이와재은이', '#withuju', '#제주남']",2021-10-10,0,도두반점
9,37,#제주도 #with제주 #1일차세상의 모든속박과 굴레를벗어던지고 제주로 갑니다!늘 그렇듯이번 4박5일도여행 브이로그로업뎃할 예정입니다❤사실....편집....쉽지않은데영상으로 남겨놓으니 좋더라구요!후후..그럼 ...여행브이로그를 시작해보겠습니당❤#히든클리프수영장때문에선택한 히든클리프클리프뷰가 아주 예쁩니다낮에도 밤에도 핫하고 힙해요#도두반점갑자기 중식이 땡겨믿고먹는 백종원님의도두반점으로 향했습니다흑돼지탕수육이 최고그 다음이 흑돼지 짜장면그 다음이 흑돼지 짬뽕밥#여행 #국내여행#제주도 #제주여행#제주도여행 #제주맛집#제주도맛집 #제주핫플#중문맛집 #중문핫플#회사원일상 #직장인일상#직장인취미 #회사원취미#직장인점심 #직장인저녁#소통 #일상 #먹팔 #맞팔 #맛집#브이로그 #음식리뷰 #제품리뷰 #강사원,"['#제주도', '#with제주', '#1일차세상의', '#히든클리프수영장때문에선택한', '#도두반점갑자기', '#여행', '#국내여행', '#제주도', '#제주여행', '#제주도여행', '#제주맛집', '#제주도맛집', '#제주핫플', '#중문맛집', '#중문핫플', '#회사원일상', '#직장인일상', '#직장인취미', '#회사원취미', '#직장인점심', '#직장인저녁', '#소통', '#일상', '#먹팔', '#맞팔', '#맛집', '#브이로그', '#음식리뷰', '#제품리뷰', '#강사원']",2021-10-10,0,
