,Unnamed: 0,content,hashtag,date,like,place
0,0,"오늘은 용산구 후암동으로 갑니다이영자도 극찬한 국수 맛집 도동집을 소개 합니다이 곳은 점심시간이면 항상 웨이팅이 있습니다_매뉴는 국수와 불고기, 전, 두부 등 단품 요리가 있고도동탕면과 도동비면, 아세다시도후를 주문합니다_반찬은 무짠지, 김치, 어묵볶음이 나옵니다_도동탕면은 불고기, 목이버섯, 파, 쑥갓이 들어 있고국물은 다시마 등 해물로 만든 육수입니다면은 쫄면과 비슷합니다_도동비면은 고추장 앙념이 아닌 간장, 참기름 소스에불고기, 목이버섯, 계란지단이 들어 있습니다간장 베이스의 특이한 비빔면입니다_아세다시도후는직접만든 간장소스에 두부튀김이 들어있는데목이버섯과 갈은 무가 올려져 있어 같이 먹습니다_도동집은 방송에서도 몇차례 소개된 적이 있을 정도로 유명세를 타고 있습니다식사나 간단히 술한잔하기도 좋을 것 같습니다이상 도동집 리뷰 끝[추신] 오늘 오후에는 후암동 디저트 까페가 이어집니다#맛집추천해주는남자 #맛집여행 #맛집투어그램 #핵존맛 #오늘뭐먹지#점심메뉴추천 #용산맛집 #후암동맛집 #도동탕면#아세다시도후 #도동집","['#맛집추천해주는남자', '#맛집여행', '#맛집투어그램', '#핵존맛', '#오늘뭐먹지', '#점심메뉴추천', '#용산맛집', '#후암동맛집', '#도동탕면', '#아세다시도후', '#도동집']",2021-08-26,0.0,도동집
1,1,"이영자 맛집으로 유명한 도동집 드디어 방문👋 웨이팅이 길다고 소문이 자자해서 브레이크타임 끝나고 바로 방문해서 웨이팅없이 들어갔다._불고기로 시작해서 베스트메뉴 도동비면까지 하나부터 열까지 맛없는게 없었다. 특히 불고기파전은 꼭꼭 먹어야한다👏_술안주로 딱인데 워낙 사람이 많아서 2시간 한정인점이 너무 아쉽지만 그래도 꼭 갔으면하는 추천맛집!_📍도동집 후암점운영시간 : 11시 - 21시 40분주소 : 서울 용산구 후암로 80 1층추천메뉴 : 도동비면 8,000원 / 도동불고기 15,000원 / 불고기파전 16,000원 / 아게다시도후 9,000원_#후암동 #후암동맛집 #서울역 #서울역맛집 #용산맛집 #도동집 #도동집후암점 #이영자맛집 #내취향 #IMVIEWP","['#후암동', '#후암동맛집', '#서울역', '#서울역맛집', '#용산맛집', '#도동집', '#도동집후암점', '#이영자맛집', '#내취향', '#IMVIEWP']",2021-03-16,0.0,도동집
2,3,믿고 먹는 이영자의 추천 맛집 리스트!!@@같이 먹으러 맛집 가자!!#이영자 #이영자맛집 #존맛 #산골농원 #돈육지존 #한방통닭#남도분식 #도동집 #몽탄 #슬로우치즈 #구삼부대찌개,"['#이영자', '#이영자맛집', '#존맛', '#산골농원', '#돈육지존', '#한방통닭', '#남도분식', '#도동집', '#몽탄', '#슬로우치즈', '#구삼부대찌개']",2021-09-22,0.0,
3,7,먹방 좀 한다는 사람들이 워런 버핏보다 더 만나고 싶어하는 먹교수 이영자의 서울맛집 모음#이영자맛집 #전참시맛집 #밥블레스유 #먹교수 #이영자 #한남동한방통닭 #몽탄 #도동집 #남도분식 #슬로우치즈 #구삼부대찌개 #굴다리식당 #한입소반 #송쉐프 #라이프 #데일리 #daily #life,"['#이영자맛집', '#전참시맛집', '#밥블레스유', '#먹교수', '#이영자', '#한남동한방통닭', '#몽탄', '#도동집', '#남도분식', '#슬로우치즈', '#구삼부대찌개', '#굴다리식당', '#한입소반', '#송쉐프', '#라이프', '#데일리', '#daily', '#life']",2021-07-28,0.0,
4,13,⭐️서울역 이영자 맛집⭐️📍후암동 : 도동집📌#전참시 #이영자맛집 으로 유명한 #도동집 입니다! 상당한 언덕에 있으므로 맛집에 대한 노력으로 극복해야 하는 위치에 있습니다.점심에도 만석인 경우가 있어 좀 일찍 가시는 것을 추천드려요!도동탕면은 조미료 맛보다는 세지 않고 깔끔한 맛이 나서 좋았어요! 요즘에 자극적인 음식들도 당기지만 이렇게 슴슴한 음식도 맛나더라고요 불고기 전골도 원재료에 충실한 맛이고 고기와 해산물도 잘 어울려 국물 맛이 일품입니다!요즘같이 날이 쌀쌀해지기 시작하니 점점 국물이 당기는 거 같아요! 뜨끈한 국물이 생각날 때 도동집 추천드립니다!이미지 출처 - mbc 전지적참견시점 #용산맛집#국수맛집#전골맛집#용산데이트#후암동맛집#서울역맛집#전참시맛집#서울역국수집#맛깔_용산#맛깔_후암동,"['#전참시', '#이영자맛집', '#도동집', '#용산맛집', '#국수맛집', '#전골맛집', '#용산데이트', '#후암동맛집', '#서울역맛집', '#전참시맛집', '#서울역국수집', '#맛깔_용산', '#맛깔_후암동']",2021-10-15,0.0,도동집
5,14,"6회차: 소소한 선물의 기쁨 #도동집 !! 전참시라는 프로그램에서 이영자님께서 소개하신 곳이라 웨이팅이 많으면 어쩌지 걱정을 했었지만 운좋게 웨이팅 없이 맛저 했습니다! 빠른 회전율에 감탄을,...! 모든 메뉴를 다 먹어보고 싶었어요!!후암주방으로 이동해서 비누만들기 활동과 오늘의 질문을 나눴습니다.비누만들기에 중독 될 만큼 공장 돌아가듯이 찍어냈어요. 시간이 갈수록 실력이 늘더라구요?!기다리는 시간 지루하니까 보드게임도 하면서~~10분을 기다렸지요!힐링과 함께 하는 만족스러운 저녁 시간이었습니다. ❣#후암주방#취향#비누#하리보비누#젤리 #힐링#도동집#이영자맛집#블랙플레그*<내취향 모험기>는 용산구 청년 커뮤니티 공간 [용산청년지음]에서 지원을 받아 진행하고 있습니다 :)*<내취향 모험기>는 모임 시 마스크 착용 등 방역수칙을 준수하여 모임을 진행 했으며,백신 접종 후 14일이 경과된 모임원 2명을 포함하여 모임을 진행하였음을 안내드립니다~ 😊*","['#도동집', '#후암주방', '#취향', '#비누', '#하리보비누', '#젤리', '#힐링', '#도동집', '#이영자맛집', '#블랙플레그*<내취향']",2021-10-14,0.0,공집합후암&후암거실
6,15,"🔎서울_후암동🌟 #도동집 / 도동탕면 / 불고기파전 / 명란계란말이서울역에서 남산 올라가는 길에 위치한 도동집.예전부터 유명한 맛집이다.전참시에 나오면서 더 유명해졌다..와이프님과 연애 초반에 갔었는데, 오들오들 떨면서 기다리다 기분좋게 먹고 뭔가 역경을 헤쳐나온 동지애로 더 애뜻해지게 해준 추억의 집. 후암동의 분위기 좋은 카페로 동선을 연계할 수 있다.긴 웨이팅으로 지친 마음은 도동탕면 국물을 후루룩 먹는 순간 따스르르 녹는다.칼칼하고 시원한 국물. 불고기와 목이버섯 토핑 굿 면빨 굿.겨울에 먹으면 감동이 다섯배.불고기파전은 강하게 맛있다. 뭐..뭐야 맛있잖아? 아껴먹고 싶지만 참을수없어.. 느낌.생각만해도 침고인다.명란계란말이도 불고기파전과 비슷한 결이다. 맥주도둑들.거를 타선이 없는 맛집이다.#도동집➡️ 도동탕면 8,000 / 불고기파전 16,000/ 명란계란말이 16,000➡️ 서울 용산구 후암로 80 1층➡️ 11:00-21:40. 브렠타임15:00-17:00. 일요일 휴무➡️ 02)772-9463➡️ 주차없음. 근처 유료주차장 찾아야함➡️ 웨이팅 있음➡️ 재료소진으로 조기종료 가능. 전화로 확인하기 ➡️ 전참시 이영자 맛집#후암동맛집 #남산맛집 #용산맛집 #국수맛집 #전참시맛집 #이영자맛집","['#도동집', '#도동집➡️', '#후암동맛집', '#남산맛집', '#용산맛집', '#국수맛집', '#전참시맛집', '#이영자맛집']",2021-10-11,0.0,도동집
7,16,방금 먹고왔는데 사진 보니 또 먹고싶네 😋#도동집#이영자맛집,"['#도동집', '#이영자맛집']",2021-10-11,0.0,
8,19,"후암동에 위치한 #도동집이영자님 맛집으로 유명한 도동집의 시그니처 메뉴는 도동탄면과 불고기파전! o( ❛ᴗ❛ )o♡바삭한 전과 찐한 국물 맛의 조합이 끝내준다고,, 😛후암동에 방문했다면 도동집으로 가보자! 🍽📍주소서울 용산구 후암로 80 1층🤍사진제공🤍1⃣,3️⃣ @thisisjonnagood 2️⃣,4️⃣ @muk._.yoong",['#도동집이영자님'],2021-10-08,0.0,
9,20,"쌀쌀해진 날씨 + 따끈한 탕면 =👍👍👍✨탕면과 명란 계란말이, 불고기파전이 유명한 곳!!전참시에서 맛잘알 이영자님께서 추천하신 맛집❤️📍 위치서울 용산구 후암로 80📍 영업시간매일 11:00 ~ 21:40(Break time 15~17시)※ 재료가 빨리 소진되면 브레이크타임이 앞당겨질 수도 있어요 ※@@파전에 시원한 맥주한잔?! ㄱㄱ========================#코코푸드 #도동집 #명란계란말이 #이자카야 #서울역맛집 #용산맛집 #탕면맛집 #불고기파전 #도동탕면 #존맛탱 #도동비빔면 #안주 #파전맛집 #서울맛집 #먹스타그램 #먹팔 #맛스타그램 #맛집 #먹방투어 #존맛탱 #맛집투어 #맛집추천 #먹스타 #맛스타 #혼술 #혼밥 #맛집모음 #koreanfood","['#코코푸드', '#도동집', '#명란계란말이', '#이자카야', '#서울역맛집', '#용산맛집', '#탕면맛집', '#불고기파전', '#도동탕면', '#존맛탱', '#도동비빔면', '#안주', '#파전맛집', '#서울맛집', '#먹스타그램', '#먹팔', '#맛스타그램', '#맛집', '#먹방투어', '#존맛탱', '#맛집투어', '#맛집추천', '#먹스타', '#맛스타', '#혼술', '#혼밥', '#맛집모음', '#koreanfood']",2021-10-08,0.0,
